repoID,token,repoName,description,language
720,Williamovero,Anti-Theft-Program-,"This is a program that utilizes Kmeans and Decision Tree algorithms in order to detect the occurrences of fraud within the database. The K-means clustering is a method of vector quantization, originally from signal processing. It is popular for cluster analysis in data mining.  K-means clustering aims to partition n observations into k clusters in which each observation belongs to the cluster with the nearest mean, serving as a prototype of the cluster.  A decision tree is a flowchart-like tree structure, where each node denotes a test on an attribute value, each branch represents an outcome of the test, and tree leaves represent classes or class distributions. The goal is to figure out how often fraud occurs and what is the estimated amount that people tend to consume. We hope to find fraudulent activity and make it easier to detect. Our results from the dataset we used illustrated that the age range that is most likely to experience fraud is between the ages of twenty-six and thirty two. Written in Python.",HTML
721,Williamovero,Economical,Android app for the NCR HackGSU hackathon challenge ,Java
722,Williamovero,finalWebProgrammingProject,In this project you will demonstate the skills that you have learned in this class as well as implementing something new and above the regular material. You can rewrite a previous project in a new language or different framework or you can implement something completly different.  Examples include:  Ruby on Rails Elixer with Phenix AJAX Web Services AngularJS ReactJS,PHP
723,Williamovero,MerchantAnalytics,"Merchant services is a category of financial services in the United States that is used by businesses. Merchant services are authorized financial services that allow a business to accept credit card or bank debit card transactions using online ordering or point of sales systems. To use merchant services, a US-business must obtain a merchant account to accept customer credit card and electronic payments through an electronic commerce Web site.  A commonly associated term is Merchant Service Provider (MSP) the name used to describe a company or organization that will provide transaction processing solutions to merchants. ",Dart
724,Williamovero,Old-Assignment-Programs,"Java, C, and Python files",Java
725,Williamovero,play-samples,,
726,Williamovero,stock_quotes_websocket,A web app for displaying stock quotes in real time,Scala
727,Williamovero,TicTacToeAutomationScripts,Automation scripts to test a TicTacToe webapp written in Ruby,
728,Williamovero,TravelMaster,,
729,Williamovero,Vital_Upgrade,"The Anthem app ""Vitals"" is in desperate need of a redesign. We are here to provide a more convenient version. ",JavaScript
730,Williamovero,WebClothes,Ecommerce website written in Django with a MongoDB database,HTML
731,Williamovero,WebProgrammingProject3,Ecommerce website using java servlets and JSP,Java
732,Williamovero,Williamovero.github.io,This is a personal website to showcase my skills and portfolio.,PHP
733,jinsongwei,AndroidThreading,,Java
734,jinsongwei,anomaly_detection,InsightData Coding challenge,
735,jinsongwei,anomaly_detection-1,,Python
736,jinsongwei,awesome-readme,A curated list of awesome READMEs,
737,jinsongwei,Calculator,,Java
738,jinsongwei,cameraEMIPersons,,Java
739,jinsongwei,Celeberity,,Java
740,jinsongwei,CelebrityFragment,,Java
741,jinsongwei,CrazyZoo,,Java
742,jinsongwei,CS201PathProfiling,CS201,Makefile
743,jinsongwei,data-insight-tass-fly,,JavaScript
744,jinsongwei,Drawerlayout,,Java
745,jinsongwei,Firebase,,Java
746,jinsongwei,FirstDayCoding,,Java
747,jinsongwei,FridayCoding,,Java
748,jinsongwei,hospital-time-management,,JavaScript
749,jinsongwei,kernel_xv6,project cs202,Assembly
750,jinsongwei,Meike,Android App,Java
751,jinsongwei,MVPProject,,Java
752,jinsongwei,networkingLab,for networking lab,Python
753,jinsongwei,pintos,This is project CS153 operating system,C
754,jinsongwei,RestProject,,Java
755,jinsongwei,rshell,this is CS100 homework reposityory,C++
756,jinsongwei,Sale_analysis_Recommendation_Insight,A dashboard app to show the sale analysis and recommendation results.,HTML
757,jinsongwei,SearchEngine,simple search engine,Java
758,jinsongwei,ucr-cs100,"course materials for ucr's cs100 ""open source sofware construction"" course",Perl
759,jinsongwei,week3Coding,,Java
760,jinsongwei,xv6-public,xv6 for education purpose,C
761,jinsongwei,xv6_lab2,,C
762,raghuncstate,arm-trusted-firmware,Arm Trusted Firmware,C
763,raghuncstate,bootboot,BOOTBOOT multi platform micro-kernel loader,
764,raghuncstate,congenial-disco,Just some interesting stuff,Shell
765,raghuncstate,edk2,EDK II,C
766,raghuncstate,libspdm,,C
767,raghuncstate,linux,Linux kernel source tree,C
768,raghuncstate,ms-tpm-20-ref,Reference implementation of the TCG Trusted Platform Module 2.0 specification.,C
769,raghuncstate,secure96,Main repository for the Secure96 daughter board,C
770,raghuncstate,simple-pt,Simple Intel CPU processor tracing on Linux,C
771,raghuncstate,tpm2-tools,The source repository for the TPM (Trusted Platform Module) 2 tools,C
772,raghuncstate,tpm2-tss,OSS implementation of the TCG TPM2 Software Stack (TSS2),C
773,raghuncstate,tpm2-tss-engine,OpenSSL Engine for TPM2 devices,C
774,raghuncstate,TSS.MSR,The TPM Software Stack from Microsoft Research,C++
775,raj1603chdry,courseraMachineLearning,A repository containing all the content related to the coursera machine learning taught by Andrew Ng. Link: https://www.coursera.org/learn/machine-learning,Matlab
776,raj1603chdry,CSE3018-Content-Based-Image-and-Video-Retrieval-Lab,Repository containing all the codes created for the lab sessions of CSE3018 Content Based Image and Video Retrieval at VIT University Chennai Campus,MATLAB
777,raj1603chdry,CSE3020-Web-Mining-Labs,Repository containing all the codes created for the lab sessions of CSE3020 Web Mining at VIT University Chennai Campus,Python
778,raj1603chdry,CSE4020-MachineLearningLabs,Repository containing all the codes created for the lab sessions of CSE4020 Machine Learning at VIT University Chennai Campus,Jupyter Notebook
779,raj1603chdry,Fake-News-Detection-System,"Fake News Detection System for detecting whether news is fake or not. The model is trained using ""Liar, Liar Pants on Fire"": A New Benchmark Dataset for Fake News Detection. Link for dataset: https://arxiv.org/abs/1705.00648. ",Jupyter Notebook
780,raj1603chdry,learning-php,Codes made while learning php,PHP
781,raj1603chdry,machineLearning,A repository containing different machine learning codes in Python and R practiced for the Udemy course https://www.udemy.com/share/101WciBUAfdldbQ3o=/,Python
782,raj1603chdry,Ngo-Explorer,A website that provides information about different NGOs.,PHP
783,raj1603chdry,pythonMachineLearning,Repository containing all the codes practiced from Python Machine Learning Book by Sebastian Raschka,
784,raj1603chdry,SciTech-VIT-2018,A website made for the event SciTech@VIT 2018 to be held on 24 February 2018 in VIT Chennai.,JavaScript
785,raj1603chdry,web-development,Codes made while learning web development,HTML
786,dattatele,Alertify,Notification alert for Linux Systems,Python
787,dattatele,awesome-datascience,:memo: An awesome Data Science repository to learn and apply for real world problems.,
788,dattatele,awesome-public-datasets,"An awesome list of high-quality open datasets in public domains (on-going). By everyone, for everyone!",
789,dattatele,awesome-python,"A curated list of awesome Python frameworks, libraries, software and resources",Python
790,dattatele,awesome-R,"A curated list of awesome R packages, frameworks and software.",R
791,dattatele,awesome-real-estate,A curated list of awesome real estate related resources and projects,
792,dattatele,awesome-spark,A curated list of awesome Apache Spark packages and resources.,
793,dattatele,aws-redshift-to-rds,A simple command-line tool to copy tables from Amazon Redshift to Amazon RDS (PostgreSQL).,Haskell
794,dattatele,beyond-jupyter,"All material from the PyCon.DE 2018 Talk ""Beyond Jupyter Notebooks - Building your own data science platform with Python & Docker""",
795,dattatele,blaze,NumPy and Pandas interface to Big Data,Python
796,dattatele,bokeh,Interactive Web Plotting for Python,Python
797,dattatele,bqplot,Plotting library for IPython/Jupyter Notebooks,JavaScript
798,dattatele,cc-mrjob,Demonstration of using Python to process the Common Crawl dataset with the mrjob framework,Python
799,dattatele,cubes,Light-weight Python OLAP framework for multi-dimensional data analysis,Python
800,dattatele,cubes-examples,Cubes OLAP Examples,Python
801,dattatele,dash-lollapalooza-brasil-2018,🎟Plotly to visualize data from Lollapalooza ,HTML
802,dattatele,dash-recipes,A collection of scripts and examples created while answering questions from the greater Dash community,Python
803,dattatele,dash-sunburst,Dash component for Sunburst diagrams,Python
804,dattatele,dash-table,A First-Class Interactive DataTable for Dash ,TypeScript
805,dattatele,dashboards_server,Server that runs and renders Jupyter notebooks as interactive dashboards,JavaScript
806,dattatele,dash_app,Reporting application of visitors to tourism destination. ,HTML
807,dattatele,data-science-course,Data Science Course Materials - Fall 2014,Jupyter Notebook
808,dattatele,DataSciencePython,common data analysis and machine learning tasks using python,Python
809,dattatele,dataviz-with-python-and-js,The accompanying files for the book 'Dataviz with Python and JavaScript',Jupyter Notebook
810,dattatele,dattatele.github.io,,HTML
811,dattatele,deep-learning,Repo for the Deep Learning Nanodegree Foundations program.,Jupyter Notebook
812,dattatele,docker-python,Kaggle Python docker image,Shell
813,dattatele,electricity_price_dash_app,Reporting application with Dash ,Python
814,dattatele,ember-real-estate-website,A real estate website built using Ember.js and Cosmic JS,JavaScript
815,dattatele,example-requirements,A Binder-compatible repo with a requirements.txt file,Jupyter Notebook
816,HarshaliWagh,CarND-Traffic-Sign-Classifier-Project,Classify Traffic Signs.,
817,HarshaliWagh,Data-Mining,"In this repository, Apriori algorithm is implemented from scratch to find the frequent item set and strong association rule.",Python
818,HarshaliWagh,data-science-projects,,Jupyter Notebook
819,HarshaliWagh,dplyr,dplyr: A grammar of data manipulation,
820,HarshaliWagh,Flight-data-analysis,,Java
821,HarshaliWagh,HarshaliWagh,,
822,HarshaliWagh,HITS-and-Pagerank-Algorithm,Java implementation of HITS and Pagerank Algorithm ,Java
823,HarshaliWagh,Machine-Learning-Algorithms,These are coding assignments and projects for the CS 675 Machine Learning course.,Python
824,HarshaliWagh,Module_1_Project,,Python
825,HarshaliWagh,pandas_exercises,A series of Varying challenges which provide a good starting point/even a quick stop for brushing the Pandas skills. Topics Varying from Exploring Data all the way to Indexing,Jupyter Notebook
826,HarshaliWagh,PortfolioCovid,A portfolio project for visualizing Covid Cases across the world,
827,HarshaliWagh,python-spark-tutorial,,
828,HarshaliWagh,r4ds,R for data science: a book,
829,HarshaliWagh,Wine-quality-prediction,wine quality prediction codes for CS643 programming assignment,Python
830,ivangoldov,image-generation,,Python
831,ivangoldov,ml-mipt,Machine learning course at MIPT,Jupyter Notebook
832,ivangoldov,spbuHomework,Ivan Goldov,Java
833,ivangoldov,text-generation-3rd-sem,,Python
